"Notes"	"Census Division"	"Census Division Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Nov., 2014"	"2014/11"	41	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Dec., 2014"	"2014/12"	30	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Jan., 2015"	"2015/01"	29	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Feb., 2015"	"2015/02"	46	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Mar., 2015"	"2015/03"	39	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Apr., 2015"	"2015/04"	38	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"May, 2015"	"2015/05"	30	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Jun., 2015"	"2015/06"	33	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Jul., 2015"	"2015/07"	28	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Aug., 2015"	"2015/08"	34	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Sep., 2015"	"2015/09"	24	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Oct., 2015"	"2015/10"	29	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Nov., 2015"	"2015/11"	27	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Dec., 2015"	"2015/12"	38	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Jan., 2016"	"2016/01"	26	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Feb., 2016"	"2016/02"	36	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Mar., 2016"	"2016/03"	32	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Apr., 2016"	"2016/04"	26	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"May, 2016"	"2016/05"	36	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Jun., 2016"	"2016/06"	27	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Jul., 2016"	"2016/07"	29	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Aug., 2016"	"2016/08"	43	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Sep., 2016"	"2016/09"	30	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Oct., 2016"	"2016/10"	38	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Nov., 2016"	"2016/11"	33	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Dec., 2016"	"2016/12"	35	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Jan., 2017"	"2017/01"	34	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Feb., 2017"	"2017/02"	36	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Mar., 2017"	"2017/03"	44	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Apr., 2017"	"2017/04"	43	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"May, 2017"	"2017/05"	38	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Jun., 2017"	"2017/06"	30	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Jul., 2017"	"2017/07"	28	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Aug., 2017"	"2017/08"	35	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Sep., 2017"	"2017/09"	34	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Oct., 2017"	"2017/10"	33	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Nov., 2017"	"2017/11"	31	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"50-54 years"	"50-54"	"Dec., 2017"	"2017/12"	23	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jan., 2014"	"2014/01"	25	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Feb., 2014"	"2014/02"	16	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Mar., 2014"	"2014/03"	23	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Apr., 2014"	"2014/04"	24	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"May, 2014"	"2014/05"	23	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jun., 2014"	"2014/06"	21	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jul., 2014"	"2014/07"	20	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Aug., 2014"	"2014/08"	22	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Sep., 2014"	"2014/09"	16	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Oct., 2014"	"2014/10"	13	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Nov., 2014"	"2014/11"	20	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Dec., 2014"	"2014/12"	24	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jan., 2015"	"2015/01"	25	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Feb., 2015"	"2015/02"	14	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Mar., 2015"	"2015/03"	33	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Apr., 2015"	"2015/04"	23	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"May, 2015"	"2015/05"	23	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jun., 2015"	"2015/06"	19	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jul., 2015"	"2015/07"	21	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Aug., 2015"	"2015/08"	21	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Sep., 2015"	"2015/09"	24	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Nov., 2015"	"2015/11"	19	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Dec., 2015"	"2015/12"	19	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jan., 2016"	"2016/01"	30	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Feb., 2016"	"2016/02"	24	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Mar., 2016"	"2016/03"	33	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Apr., 2016"	"2016/04"	25	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"May, 2016"	"2016/05"	29	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jun., 2016"	"2016/06"	23	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jul., 2016"	"2016/07"	25	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Aug., 2016"	"2016/08"	38	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Sep., 2016"	"2016/09"	26	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Oct., 2016"	"2016/10"	26	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Nov., 2016"	"2016/11"	36	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Dec., 2016"	"2016/12"	30	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jan., 2017"	"2017/01"	28	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Feb., 2017"	"2017/02"	30	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Mar., 2017"	"2017/03"	34	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Apr., 2017"	"2017/04"	34	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"May, 2017"	"2017/05"	25	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jun., 2017"	"2017/06"	21	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Jul., 2017"	"2017/07"	31	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Aug., 2017"	"2017/08"	28	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Sep., 2017"	"2017/09"	39	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Oct., 2017"	"2017/10"	31	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Nov., 2017"	"2017/11"	25	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"55-59 years"	"55-59"	"Dec., 2017"	"2017/12"	33	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Feb., 2014"	"2014/02"	11	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Mar., 2014"	"2014/03"	12	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Apr., 2014"	"2014/04"	14	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Aug., 2014"	"2014/08"	12	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Oct., 2014"	"2014/10"	13	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Feb., 2015"	"2015/02"	13	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Apr., 2015"	"2015/04"	13	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"May, 2015"	"2015/05"	11	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Jun., 2015"	"2015/06"	10	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Jul., 2015"	"2015/07"	17	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Aug., 2015"	"2015/08"	14	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Sep., 2015"	"2015/09"	14	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Oct., 2015"	"2015/10"	15	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Dec., 2015"	"2015/12"	13	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Jan., 2016"	"2016/01"	13	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Mar., 2016"	"2016/03"	10	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Apr., 2016"	"2016/04"	12	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"May, 2016"	"2016/05"	18	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Jun., 2016"	"2016/06"	22	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Jul., 2016"	"2016/07"	10	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Aug., 2016"	"2016/08"	10	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Oct., 2016"	"2016/10"	13	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Nov., 2016"	"2016/11"	12	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Dec., 2016"	"2016/12"	20	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Jan., 2017"	"2017/01"	23	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Feb., 2017"	"2017/02"	13	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Mar., 2017"	"2017/03"	17	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Apr., 2017"	"2017/04"	19	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"May, 2017"	"2017/05"	13	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Jun., 2017"	"2017/06"	17	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Aug., 2017"	"2017/08"	20	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Sep., 2017"	"2017/09"	18	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Oct., 2017"	"2017/10"	18	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Nov., 2017"	"2017/11"	22	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"60-64 years "	"60-64"	"Dec., 2017"	"2017/12"	20	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"65-69 years"	"65-69"	"Jul., 2017"	"2017/07"	10	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"65-69 years"	"65-69"	"Oct., 2017"	"2017/10"	12	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"15-19 years"	"15-19"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Jan., 2014"	"2014/01"	15	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Feb., 2014"	"2014/02"	14	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Mar., 2014"	"2014/03"	17	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Apr., 2014"	"2014/04"	17	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"May, 2014"	"2014/05"	22	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Jul., 2014"	"2014/07"	18	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Aug., 2014"	"2014/08"	17	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Sep., 2014"	"2014/09"	17	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Oct., 2014"	"2014/10"	17	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Nov., 2014"	"2014/11"	15	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Dec., 2014"	"2014/12"	22	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Jan., 2015"	"2015/01"	19	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Feb., 2015"	"2015/02"	14	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Mar., 2015"	"2015/03"	22	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"May, 2015"	"2015/05"	19	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Jun., 2015"	"2015/06"	19	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Jul., 2015"	"2015/07"	20	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Aug., 2015"	"2015/08"	22	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Sep., 2015"	"2015/09"	14	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Oct., 2015"	"2015/10"	15	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Nov., 2015"	"2015/11"	13	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Dec., 2015"	"2015/12"	17	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Jan., 2016"	"2016/01"	23	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Feb., 2016"	"2016/02"	13	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Mar., 2016"	"2016/03"	23	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Apr., 2016"	"2016/04"	22	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Jun., 2016"	"2016/06"	31	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Jul., 2016"	"2016/07"	18	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Aug., 2016"	"2016/08"	27	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Sep., 2016"	"2016/09"	14	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Oct., 2016"	"2016/10"	21	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Nov., 2016"	"2016/11"	17	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Dec., 2016"	"2016/12"	17	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Jan., 2017"	"2017/01"	28	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Feb., 2017"	"2017/02"	24	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Mar., 2017"	"2017/03"	20	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Apr., 2017"	"2017/04"	26	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"May, 2017"	"2017/05"	20	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Jun., 2017"	"2017/06"	15	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Jul., 2017"	"2017/07"	19	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Aug., 2017"	"2017/08"	17	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"20-24 years"	"20-24"	"Sep., 2017"	"2017/09"	13	Not Applicable	Not Applicable
